show_id,show_date,year,venue,city,state,set,position,song,song_id,is_cover,original_artist,length_sec,show_gap,times_played,rarity_rating,crowd_rating,is_jamchart,is_recommended,jamchart_note,transition,is_segue,tags,footnote,show_notes,teases
1743792240,2015-09-26,2015,Stella Blues,New Haven,CT,1,1,So Ready,421,false,,,4,3,0,38,false,false,,",",false,closer,,,
1743792240,2015-09-26,2015,Stella Blues,New Haven,CT,1,2,Flodown,478,false,Vasudo,,0,1,0,40,false,false,,",",false,,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,1,Jive I,411,false,,,2,8,0,,false,false,,",",false,,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,2,Turned Clouds,400,false,,,5,6,0,,false,false,,",",false,,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,3,A Western Sun,435,false,,,5,2,0,51,false,false,,",",false,,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,4,Arcadia,403,false,,,3,7,0,67,false,false,,",",false,closer,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,5,Spain,555,true,Chick Corea,,0,1,0,,false,false,,",",false,,Chick Corea. First known version.,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,6,So Ready,421,false,,,0,4,0,38,false,false,,",",false,closer,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,7,Spirit Of The Dark Horse,557,false,,,6,6,0,41,false,false,,",",false,,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,8,Lead the Way,406,false,,,3,5,0,44,false,false,,",",false,opener,,,
1698084503,2015-10-01,2015,The Acoustic,Bridgeport,CT,1,9,Creatures,420,false,,,0,1,0,63,false,false,,,false,jam,First known version.,,
1616036851,2015-12-19,2015,Factory Underground Studio,Norwalk,CT,1,1,Gringo,484,false,,,6,4,0,,false,false,,",",false,opener|ballad,,This show was Goosemas II.,
1616036851,2015-12-19,2015,Factory Underground Studio,Norwalk,CT,1,2,Carol Of The Bells,445,true,Mykola Leontovych,,0,1,0,,false,false,,",",false,opener|closer,Mykola Leontovych. First known version.,,
1705934210,2016-01-19,2016,The Acoustic,Bridgeport,CT,1,1,Turned Clouds,400,false,,,1,7,0,,false,false,,",",false,,,,
1705934210,2016-01-19,2016,The Acoustic,Bridgeport,CT,1,2,Lead the Way,406,false,,,1,6,0,44,false,false,,",",false,opener,,,
1705934210,2016-01-19,2016,The Acoustic,Bridgeport,CT,1,3,So Ready,421,false,,,1,5,0,38,false,false,,",",false,closer,,,
1705934210,2016-01-19,2016,The Acoustic,Bridgeport,CT,1,4,Jive I,411,false,,,1,9,0,,false,false,,",",false,,,,
1705934210,2016-01-19,2016,The Acoustic,Bridgeport,CT,1,5,Arcadia,403,false,,,1,8,0,67,false,false,,",",false,closer,,,
1616036774,2016-03-19,2016,The Acoustic,Bridgeport,CT,1,1,Arcadia,403,false,,,0,9,0,67,false,false,,",",false,closer,,This was an opening set for Flux Capacitor.,
1616036774,2016-03-19,2016,The Acoustic,Bridgeport,CT,1,2,One More Day,527,true,The Wood Brothers,,8,2,10,,false,false,,",",false,,The Wood Brothers.,,
1616036774,2016-03-19,2016,The Acoustic,Bridgeport,CT,1,3,Lead the Way,406,false,,,0,7,0,44,false,false,,",",false,opener,,,
1616036774,2016-03-19,2016,The Acoustic,Bridgeport,CT,1,4,Creatures,420,false,,,2,2,0,63,false,false,,",",false,jam,,,
1616036774,2016-03-19,2016,The Acoustic,Bridgeport,CT,1,5,A Western Sun,435,false,,,2,3,0,51,false,false,,",",false,,,,
1616036774,2016-03-19,2016,The Acoustic,Bridgeport,CT,1,6,Same Old Shenanigans,541,false,,,0,1,0,45,false,false,,,false,closer,First known version.,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,1,Lead the Way,406,false,,,0,8,0,44,false,false,,",",false,opener,,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,2,Jive I,411,false,,,1,10,0,,false,false,,>,true,,,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,3,Rosewood Heart,412,false,,,10,3,10,60,false,false,,",",false,jam|peak,,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,4,Turned Clouds,400,false,,,1,8,0,,false,false,,",",false,,,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,5,Arcadia,403,false,,,0,10,0,67,false,false,,",",false,closer,,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,6,One More Day,527,true,The Wood Brothers,,0,3,0,,false,false,,",",false,,The Wood Brothers.,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,7,Flodown,478,false,Vasudo,,4,2,0,40,false,false,,>,true,,First known version.,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,8,Same Old Shenanigans,541,false,,,0,2,0,45,false,false,,",",false,closer,,,
1616036749,2016-03-26,2016,Rock n Roll Resort,Kerhonkson,NY,1,9,One More Saturday Night,528,true,Grateful Dead,,5,3,0,,false,false,,",",false,closer|encore,Grateful Dead.,,
