strip,character,animation,classification,needs_art_reasons,classification_after_bg,after_bg_reasons,recovered_by_bg_removal,width,height,frame_count,expected_frames,color_count,semi_transparent_pixels,opaque_pixels_per_frame,opaque_coverage_pct,baseline_per_frame,interior_hole_pixels,interior_hole_total,edge_pixels_x0,edge_pixels_x63,background_pixels_per_frame,detached_islands,detached_island_detail,identical_frame_pairs,consecutive_frame_deltas
dracula_pitch,dracula,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,24,0,1760;1396;1471;1501,42.97;34.08;35.91;36.65,62;62;62;62,0;0;0;0,0,0;0;7;0,0;0;7;0,0;0;0;0,3,"f1:18px@56,45-58,52 f2:67px@56,21-63,30 f3:11px@3,24-4,29",,2013;1739;1935
dracula_run,dracula,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,24,0,1496;1541;1498;1731,36.52;37.62;36.57;42.26,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,0,,,1273;1084;1417
dracula_swing,dracula,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,23,0,1775;1472;1563;1558,43.33;35.94;38.16;38.04,62;62;62;62,0;0;0;0,0,0;0;8;0,0;0;20;0,0;0;0;0,4,"f2:58px@0,30-7,38 f2:56px@57,28-63,37 f3:52px@4,42-9,50 f3:19px@4,29-6,36",,1888;1736;2155
dragon_batting_stance,dragon,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,21,0,1756,42.87,62,1,1,0,0,109,0,,,
dragon_celebrate,dragon,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,21,0,1764;1742,43.07;42.53,62;62,0;0,0,0;0,0;0,140;98,0,,,995
dragon_idle,dragon,idle,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,19,0,1890;1929,46.14;47.09,62;62,3;7,10,0;29,0;28,117;139,1,"f1:149px@0,13-9,41",,2231
dragon_pitch,dragon,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,23,0,1407;1553;1745;1566,34.35;37.92;42.6;38.23,62;62;62;62,0;0;1;1,2,0;0;4;0,0;0;10;0,103;119;113;112,4,"f2:39px@59,27-63,36 f2:35px@47,29-57,32 f2:8px@50,34-57,34 f3:44px@2,27-6,36",,1301;1991;2082
dragon_run,dragon,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,20,0,1541;1530;1428;1434,37.62;37.35;34.86;35.01,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,103;81;94;102,0,,,679;794;1039
dragon_swing,dragon,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1648;1724;1645;1510,40.23;42.09;40.16;36.87,62;62;62;62,0;13;11;1,25,0;0;0;0,0;0;0;0,136;134;134;96,2,"f2:30px@59,38-62,46 f3:38px@4,38-8,46",,1789;1063;2146
easter_bunny_batting_stance,easter_bunny,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,21,0,1325,32.35,62,0,0,0,0,13,0,,,
easter_bunny_celebrate,easter_bunny,celebrate,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,22,0,1334;1713,32.57;41.82,62;62,0;0,0,0;31,0;25,11;19,3,"f1:300px@0,12-16,33 f1:60px@0,39-5,51 f1:11px@59,6-61,11",,2227
easter_bunny_idle,easter_bunny,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,21,0,1349;1509,32.93;36.84,62;62,7;7,14,0;0,0;0,9;11,1,"f1:84px@2,38-7,56",,1798
easter_bunny_pitch,easter_bunny,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1537;1189;1452;1410,37.52;29.03;35.45;34.42,62;62;62;62,0;1;1;4,6,0;0;0;0,0;0;0;0,18;8;11;30,7,"f0:13px@24,61-31,62 f2:36px@58,21-62,29 f2:14px@51,28-57,29 f2:13px@22,61-29,62 f2:9px@48,25-56,25 f2:7px@51,21-57,21 f3:30px@2,29-6,37",,1599;1628;2272
easter_bunny_run,easter_bunny,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1484;1440;1412;1424,36.23;35.16;34.47;34.77,63;63;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,14;23;10;20,3,"f0:46px@31,59-41,63 f0:41px@45,59-54,63 f1:61px@33,60-52,63",,966;1620;1108
easter_bunny_swing,easter_bunny,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,22,0,1608;1363;1485;1501,39.26;33.28;36.25;36.65,62;62;62;62,0;0;0;2,2,0;0;10;0,0;0;0;0,9;7;32;10,7,"f1:6px@6,62-11,62 f1:4px@16,62-19,62 f2:73px@0,41-7,51 f2:26px@53,49-60,54 f2:18px@52,29-57,36 f2:13px@56,32-60,36 f3:69px@4,35-12,43",,1868;1794;2123
esmeralda_batting_stance,esmeralda,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,24,0,1562,38.13,62,0,0,0,0,1,0,,,
esmeralda_celebrate,esmeralda,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,25,0,0;1667,0.0;40.7,-1;62,0;0,0,0;0,0;0,0;5,0,,,1667
esmeralda_idle,esmeralda,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,25,0,0;1619,0.0;39.53,-1;62,0;0,0,0;0,0;0,0;2,0,,,1619
esmeralda_pitch,esmeralda,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,25,0,1661;1808;1473;1552,40.55;44.14;35.96;37.89,62;62;62;62,1;0;0;0,1,0;0;0;0,0;0;0;0,6;5;6;3,2,"f2:60px@55,32-61,41 f3:23px@5,32-7,41",,1417;1983;1915
esmeralda_run,esmeralda,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,25,0,1645;1732;1615;1551,40.16;42.29;39.43;37.87,62;62;63;62,0;0;0;0,0,0;0;0;0,0;0;0;0,2;5;6;3,7,"f1:68px@14,58-33,62 f1:52px@36,58-50,62 f2:34px@18,60-31,63 f2:13px@16,57-19,60 f2:10px@35,60-38,63 f2:10px@10,61-14,63 f2:6px@32,57-33,59",,2184;1227;1998
esmeralda_swing,esmeralda,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,25,0,1558;1542;1593;1516,38.04;37.65;38.89;37.01,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;1,2,"f2:80px@53,30-61,39 f3:6px@4,32-4,37",,1397;2147;2051
father_time_batting_stance,father_time,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,21,0,1690,41.26,62,0,0,0,0,1,0,,,
father_time_celebrate,father_time,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,23,0,1767;1728,43.14;42.19,62;62,0;6,6,0;0,0;0,1;0,0,,,1390
father_time_idle,father_time,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,21,0,1781;1776,43.48;43.36,62;62,0;2,2,0;0,0;0,0;0,0,,,541
father_time_pitch,father_time,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1697;1497;1532;1391,41.43;36.55;37.4;33.96,62;62;62;62,4;0;0;0,4,0;0;0;0,0;0;0;0,0;0;0;0,4,"f1:6px@57,29-60,30 f1:6px@55,32-60,32 f2:69px@6,27-14,35 f2:6px@1,28-3,29",,1646;2006;1714
father_time_run,father_time,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1612;1558;1561;1389,39.36;38.04;38.11;33.91,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,2,"f0:60px@21,56-31,62 f1:4px@11,62-14,62",,1085;1882;1038
father_time_swing,father_time,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,22,0,1621;1639;1669;1583,39.58;40.01;40.75;38.65,62;62;62;62,0;0;0;0,0,0;0;9;0,0;0;13;0,0;0;0;1,5,"f2:44px@0,35-5,43 f2:21px@61,33-63,41 f2:18px@58,27-63,32 f2:11px@60,42-63,46 f3:48px@5,33-10,41",,1812;1109;2304
fire_breather_batting_stance,fire_breather,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,18,0,1452,35.45,62,15,15,0,0,7,0,,,
fire_breather_celebrate,fire_breather,celebrate,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,19,0,410;1002,10.01;24.46,62;62,0;0,0,0;0,0;0,4;5,1,"f0:60px@32,51-38,62",,1160
fire_breather_idle,fire_breather,idle,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,18,0,1448;876,35.35;21.39,62;62,3;0,3,0;17,0;51,7;5,1,"f1:174px@0,14-11,36",,2290
fire_breather_pitch,fire_breather,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,24,0,1427;1360;1198;1261,34.84;33.2;29.25;30.79,62;62;62;62,21;7;8;0,36,0;0;7;0,0;0;0;0,7;6;3;13,4,"f2:17px@48,34-58,36 f2:11px@51,40-58,41 f2:5px@62,35-62,39 f3:92px@2,32-11,42",,1061;1582;1839
fire_breather_run,fire_breather,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1498;1447;1389;1434,36.57;35.33;33.91;35.01,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,6;6;7;6,2,"f0:15px@46,58-51,62 f1:6px@2,26-2,31",,1802;1569;1170
fire_breather_swing,fire_breather,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,1713;1486;1543;1307,41.82;36.28;37.67;31.91,62;62;62;62,39;0;0;0,39,0;0;0;0,0;0;0;0,4;6;13;10,9,"f1:24px@2,26-4,36 f1:21px@52,40-60,47 f1:15px@51,48-57,51 f2:45px@58,36-62,47 f2:19px@55,30-60,36 f2:17px@55,49-60,54 f2:6px@51,50-51,55 f2:5px@51,31-51,35 f3:60px@4,36-9,47",,1349;1904;1890
frankenstein_batting_stance,frankenstein,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,19,0,1714,41.85,63,0,0,0,0,0,2,"f0:34px@37,0-53,1 f0:32px@17,0-32,1",,
frankenstein_celebrate,frankenstein,celebrate,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,15,0,1572;1577,38.38;38.5,62;62,0;0,0,0;23,0;15,0;0,2,"f1:118px@0,23-9,40 f1:15px@0,57-2,62",,2133
frankenstein_idle,frankenstein,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,18,0,1728;1663,42.19;40.6,62;62,0;0,0,0;0,0;0,0;0,1,"f1:32px@3,47-6,56",,1620
frankenstein_pitch,frankenstein,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1377;1617;1398;1405,33.62;39.48;34.13;34.3,62;62;62;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;0,2,"f2:28px@59,34-62,43 f3:59px@3,34-9,43",,1792;1666;1678
frankenstein_run,frankenstein,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,16,0,1710;1545;1655;1587,41.75;37.72;40.41;38.75,63;63;63;63,3;0;8;0,11,0;0;0;0,0;0;0;0,0;0;0;0,6,"f0:45px@21,0-35,2 f1:47px@37,0-52,2 f1:41px@6,0-19,2 f2:47px@31,0-46,2 f2:33px@6,0-17,2 f3:48px@31,0-46,2",,1385;1073;1139
frankenstein_swing,frankenstein,swing,NEEDS_ART,"clipped at canvas edge, frame(s) 1,2",NEEDS_ART,f1 still clipped after background; f2 still clipped after background,,256,64,4,4,21,0,1704;1516;1629;1645,41.6;37.01;39.77;40.16,63;63;62;62,0;0;0;0,0,0;1;7;0,0;7;9;0,0;0;0;0,4,"f0:16px@19,0-34,0 f0:15px@44,0-58,0 f2:110px@0,37-13,45 f3:129px@4,33-18,42",,1339;1237;1964
great_ape_batting_stance,great_ape,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,19,0,1824,44.53,62,1,1,0,0,0,0,,,
great_ape_celebrate,great_ape,celebrate,NEEDS_ART,"blank frame(s) 0 (under 200 opaque px); clipped at canvas edge, frame(s) 1",NEEDS_ART,f0 blank after background (9 px); f1 still clipped after background,,128,64,2,2,19,0,9;2578,0.22;62.94,62;62,0;0,0,0;13,0;0,0;0,0,,,2585
great_ape_idle,great_ape,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (35 px),,128,64,2,2,21,0,35;2597,0.85;63.4,62;62,0;0,0,0;0,0;0,0;0,1,"f0:7px@32,41-32,47",,2621
great_ape_pitch,great_ape,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,256,64,4,4,23,0,2167;2218;1929;1904,52.91;54.15;47.09;46.48,62;62;62;62,0;0;0;0,0,0;8;0;0,0;6;0;0,0;0;0;0,3,"f2:5px@58,19-62,19 f3:77px@8,16-16,25 f3:38px@2,31-5,41",,1486;1892;1557
great_ape_run,great_ape,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,1994;2068;2104;1796,48.68;50.49;51.37;43.85,62;62;62;62,1;0;3;0,4,0;0;0;0,0;0;0;0,0;0;0;0,3,"f1:18px@5,60-13,62 f1:4px@47,62-50,62 f3:13px@2,31-3,38",,1930;1630;1638
great_ape_swing,great_ape,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,23,0,2190;1998;1883;1945,53.47;48.78;45.97;47.49,62;63;63;62,0;0;0;0,0,0;0;0;0,0;0;0;0,0;0;0;2,8,"f0:21px@59,43-61,51 f1:40px@42,0-62,1 f2:40px@2,0-22,1 f2:4px@54,30-56,33 f2:4px@54,49-56,52 f3:72px@8,31-16,39 f3:42px@2,35-6,45 f3:4px@3,48-6,50",,2027;2379;2381
hades_batting_stance,hades,batting_stance,REPAIRABLE,,REPAIRABLE,,,64,64,1,1,20,0,1517,37.04,62,0,0,0,0,33,0,,,
hades_celebrate,hades,celebrate,NEEDS_ART,"clipped at canvas edge, frame(s) 1",NEEDS_ART,f1 still clipped after background,,128,64,2,2,20,0,1456;1532,35.55;37.4,62;62,0;5,5,0;10,0;5,40;45,7,"f0:12px@11,17-16,20 f0:5px@10,26-14,26 f1:21px@0,39-2,48 f1:14px@20,9-25,16 f1:11px@15,18-21,20 f1:9px@60,17-63,20 f1:6px@30,9-30,14",,1508
hades_idle,hades,idle,REPAIRABLE,,REPAIRABLE,,,128,64,2,2,19,0,1503;1554,36.69;37.94,62;62,64;69,133,0;0,0;0,17;45,1,"f1:18px@6,16-7,27",,1315
hades_pitch,hades,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,23,0,1529;1352;1509;1494,37.33;33.01;36.84;36.47,62;62;62;62,1;12;27;0,40,0;0;23;0,0;0;9;0,20;22;20;35,4,"f1:68px@54,50-60,62 f1:8px@60,20-60,27 f2:67px@49,28-63,36 f3:41px@4,28-9,36",,1754;1643;1920
hades_run,hades,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,20,0,1432;1406;1466;1281,34.96;34.33;35.79;31.27,62;62;62;62,5;26;28;22,81,0;0;0;0,0;0;0;0,19;28;32;29,1,"f1:8px@45,60-48,62",,781;1608;1237
hades_swing,hades,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,21,0,1433;1486;1517;1373,34.99;36.28;37.04;33.52,62;62;62;62,0;0;0;7,7,0;0;0;0,0;0;0;0,23;40;51;32,3,"f2:11px@48,34-52,38 f2:4px@48,50-50,52 f3:19px@8,37-10,43",,1387;2038;1977
headless_horseman_batting_stance,headless_horseman,batting_stance,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (68 px),,64,64,1,1,9,0,68,1.66,62,0,0,0,0,0,1,"f0:22px@13,59-19,62",,
headless_horseman_celebrate,headless_horseman,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,18,0,0;1404,0.0;34.28,-1;62,0;4,4,0;0,0;0,0;0,0,,,1404
headless_horseman_idle,headless_horseman,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,18,0,0;1247,0.0;30.44,-1;62,0;4,4,0;0,0;0,0;0,0,,,1247
headless_horseman_pitch,headless_horseman,pitch,NEEDS_ART,"clipped at canvas edge, frame(s) 2",NEEDS_ART,f2 still clipped after background,,256,64,4,4,20,0,1270;1363;1273;1218,31.01;33.28;31.08;29.74,63;63;63;63,0;2;0;0,2,0;0;8;0,0;0;9;0,0;0;0;0,9,"f0:182px@26,54-54,63 f1:185px@22,54-51,63 f1:9px@61,37-62,42 f2:180px@22,54-50,63 f2:52px@57,9-63,17 f2:4px@50,13-53,13 f2:4px@53,15-54,16 f3:189px@29,54-58,63 f3:11px@6,10-7,16",,1351;1502;2006
headless_horseman_run,headless_horseman,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,19,0,1004;1092;1032;944,24.51;26.66;25.2;23.05,62;63;63;62,4;0;0;0,4,0;0;0;0,0;0;0;0,0;0;0;0,3,"f1:81px@23,58-42,63 f1:76px@44,51-51,63 f2:76px@18,58-35,63",,1794;815;1695
headless_horseman_swing,headless_horseman,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,19,0,1218;1136;1171;1015,29.74;27.73;28.59;24.78,63;63;63;63,0;0;0;5,5,0;0;0;0,0;0;0;0,0;0;0;0,5,"f0:85px@22,58-42,63 f1:83px@25,58-44,63 f2:66px@10,59-28,63 f3:38px@35,60-48,63 f3:6px@8,19-8,24",,881;1877;1848
hera_batting_stance,hera,batting_stance,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (4 px),,64,64,1,1,1,0,4,0.1,62,0,0,0,0,0,0,,,
hera_celebrate,hera,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (167 px),,128,64,2,2,15,0,167;1389,4.08;33.91,62;62,0;0,0,0;0,0;0,0;0,9,"f0:22px@22,50-27,55 f0:21px@22,24-27,29 f0:20px@33,58-38,62 f0:15px@40,42-42,49 f0:14px@31,41-34,45 f1:19px@38,41-42,46 f1:17px@52,15-56,19 f1:17px@49,37-53,41 f1:17px@39,53-44,57",,1488
hera_idle,hera,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,14,0,0;1228,0.0;29.98,-1;62,0;0,0,0;0,0;0,0;0,0,,,1228
hera_pitch,hera,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,16,0,1299;1328;1312;1242,31.71;32.42;32.03;30.32,63;63;63;63,34;43;3;0,80,0;0;0;0,0;0;0;0,0;0;1;0,11,"f0:144px@18,56-43,63 f0:114px@45,48-56,63 f1:136px@25,56-45,63 f1:108px@47,49-58,63 f2:161px@20,54-41,63 f2:117px@43,47-54,63 f2:26px@58,5-61,11 f2:4px@15,63-18,63 f3:154px@20,55-47,63 f3:116px@48,48-60,63 f3:18px@3,5-5,11",,1193;1437;1794
hera_run,hera,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,17,0,912;1130;1141;914,22.27;27.59;27.86;22.31,62;63;63;63,0;63;4;0,67,0;0;0;0,0;0;0;0,0;0;0;0,14,"f0:33px@51,56-57,62 f1:149px@30,42-42,63 f1:50px@10,60-25,63 f1:17px@44,57-48,61 f1:14px@8,52-12,55 f1:8px@30,58-32,61 f2:144px@43,42-55,63 f2:47px@22,60-36,63 f2:33px@4,55-10,61 f2:22px@32,51-37,55 f2:10px@57,57-59,60 f2:6px@19,51-20,54 f2:6px@14,60-17,62 f2:4px@43,57-43,60",,1391;1410;1136
hera_swing,hera,swing,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,19,0,1213;1192;1081;1064,29.61;29.1;26.39;25.98,63;63;62;63,0;0;0;1,1,0;0;0;0,0;0;0;0,0;0;0;0,7,"f0:114px@39,51-51,63 f0:97px@18,58-36,63 f1:101px@33,53-45,63 f1:78px@12,59-29,63 f2:108px@17,52-38,62 f3:94px@37,53-49,63 f3:44px@9,12-15,19",,1585;991;1822
hermes_batting_stance,hermes,batting_stance,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (181 px),,64,64,1,1,6,0,181,4.42,62,0,0,0,0,0,1,"f0:53px@14,55-22,62",,
hermes_celebrate,hermes,celebrate,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,18,0,0;993,0.0;24.24,-1;62,0;16,16,0;0,0;0,0;0,0,,,993
hermes_idle,hermes,idle,NEEDS_ART,blank frame(s) 0 (under 200 opaque px),NEEDS_ART,f0 blank after background (0 px),,128,64,2,2,20,0,0;900,0.0;21.97,-1;62,0;0,0,0;0,0;0,0;0,0,,,900
hermes_pitch,hermes,pitch,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,1148;1157;1169;1076,28.03;28.25;28.54;26.27,63;63;63;63,0;2;0;0,2,0;0;0;0,0;0;0;0,0;0;0;0,6,"f0:250px@24,53-50,63 f1:247px@22,53-48,63 f2:245px@15,53-41,63 f2:75px@50,3-62,11 f3:247px@16,53-42,63 f3:12px@6,4-7,10",,791;1636;1554
hermes_run,hermes,run,REPAIRABLE,,REPAIRABLE,,,256,64,4,4,22,0,805;1005;1002;728,19.65;24.54;24.46;17.77,62;63;63;62,0;13;0;0,13,0;0;0;0,0;0;0;0,0;0;0;0,6,"f1:163px@17,55-41,63 f1:10px@15,50-18,54 f1:9px@48,55-51,58 f1:6px@8,59-11,60 f1:6px@53,62-55,63 f2:187px@14,55-40,63",,1620;759;1537
